"","date","site_id","daily_mean_pm10_concentration","state","county","site_longitude","site_latitude","concurred"
"1008",2020-11-11,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"1009",2020-11-12,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"1010",2020-11-13,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"1011",2020-11-14,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"1012",2020-11-15,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"1013",2020-11-16,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"1014",2020-11-17,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"1015",2020-11-18,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"1016",2020-11-19,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"1017",2020-11-20,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"1018",2020-11-21,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"1019",2020-11-22,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"1020",2020-11-23,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"1021",2020-11-24,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"1022",2020-11-25,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"1023",2020-11-26,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"1024",2020-11-27,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"1025",2020-11-28,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"1026",2020-11-29,"410392013",16,"Oregon","Lane",-122.480487,43.744352,"N"
"1027",2020-11-30,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"1028",2020-12-01,"410392013",17,"Oregon","Lane",-122.480487,43.744352,"N"
"1029",2020-12-02,"410392013",30,"Oregon","Lane",-122.480487,43.744352,"N"
"1030",2020-12-03,"410392013",40,"Oregon","Lane",-122.480487,43.744352,"N"
"1031",2020-12-04,"410392013",23,"Oregon","Lane",-122.480487,43.744352,"N"
"1032",2020-12-05,"410392013",22,"Oregon","Lane",-122.480487,43.744352,"N"
"1033",2020-12-06,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"1034",2020-12-07,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"1035",2020-12-08,"410392013",27,"Oregon","Lane",-122.480487,43.744352,"N"
"1036",2020-12-09,"410392013",17,"Oregon","Lane",-122.480487,43.744352,"N"
"1037",2020-12-10,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"1038",2020-12-11,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"1039",2020-12-12,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"1040",2020-12-13,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"1041",2020-12-14,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"1042",2020-12-15,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"1043",2020-12-16,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"1044",2020-12-17,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"1045",2020-12-18,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"1046",2020-12-19,"410392013",16,"Oregon","Lane",-122.480487,43.744352,"N"
"1047",2020-12-20,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"1048",2020-12-21,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"1049",2020-12-22,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"1050",2020-12-23,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"1051",2020-12-24,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"1052",2020-12-25,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"1053",2020-12-26,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"1054",2020-12-27,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"1055",2020-12-28,"410392013",20,"Oregon","Lane",-122.480487,43.744352,"N"
"1056",2020-12-29,"410392013",22,"Oregon","Lane",-122.480487,43.744352,"N"
"1057",2020-12-30,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"1058",2020-12-31,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
