"","date","site_id","daily_max_8_hour_ozone_concentration","state","county","site_longitude","site_latitude","concurred"
"280",2018-10-10,"060570005",0.05,"California","Nevada",-121.055608,39.2334770009245,"N"
"281",2018-10-11,"060570005",0.043,"California","Nevada",-121.055608,39.2334770009245,"N"
"282",2018-10-12,"060570005",0.049,"California","Nevada",-121.055608,39.2334770009245,"N"
"283",2018-10-13,"060570005",0.05,"California","Nevada",-121.055608,39.2334770009245,"N"
"284",2018-10-14,"060570005",0.051,"California","Nevada",-121.055608,39.2334770009245,"N"
"285",2018-10-15,"060570005",0.05,"California","Nevada",-121.055608,39.2334770009245,"N"
"286",2018-10-16,"060570005",0.047,"California","Nevada",-121.055608,39.2334770009245,"N"
"287",2018-10-17,"060570005",0.059,"California","Nevada",-121.055608,39.2334770009245,"N"
"288",2018-10-18,"060570005",0.059,"California","Nevada",-121.055608,39.2334770009245,"N"
"289",2018-10-19,"060570005",0.05,"California","Nevada",-121.055608,39.2334770009245,"N"
"290",2018-10-20,"060570005",0.06,"California","Nevada",-121.055608,39.2334770009245,"N"
"291",2018-10-21,"060570005",0.055,"California","Nevada",-121.055608,39.2334770009245,"N"
"292",2018-10-22,"060570005",0.055,"California","Nevada",-121.055608,39.2334770009245,"N"
"293",2018-10-23,"060570005",0.053,"California","Nevada",-121.055608,39.2334770009245,"N"
"294",2018-10-24,"060570005",0.054,"California","Nevada",-121.055608,39.2334770009245,"N"
"295",2018-10-25,"060570005",0.047,"California","Nevada",-121.055608,39.2334770009245,"N"
"296",2018-10-26,"060570005",0.044,"California","Nevada",-121.055608,39.2334770009245,"N"
"297",2018-10-27,"060570005",0.054,"California","Nevada",-121.055608,39.2334770009245,"N"
"298",2018-10-28,"060570005",0.028,"California","Nevada",-121.055608,39.2334770009245,"N"
"299",2018-10-29,"060570005",0.038,"California","Nevada",-121.055608,39.2334770009245,"N"
"300",2018-10-30,"060570005",0.044,"California","Nevada",-121.055608,39.2334770009245,"N"
"301",2018-10-31,"060570005",0.04,"California","Nevada",-121.055608,39.2334770009245,"N"
"302",2018-11-01,"060570005",0.04,"California","Nevada",-121.055608,39.2334770009245,"N"
"303",2018-11-02,"060570005",0.048,"California","Nevada",-121.055608,39.2334770009245,"N"
"304",2018-11-03,"060570005",0.049,"California","Nevada",-121.055608,39.2334770009245,"N"
"305",2018-11-04,"060570005",0.052,"California","Nevada",-121.055608,39.2334770009245,"N"
